Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
.,com.Group11.soulfulplates.controllers,WishlistControllerTest,getWishlistById_ValidId_ReturnsWishlist,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
.,com.Group11.soulfulplates.controllers,WishlistControllerTest,getWishlistById_ValidId_ReturnsWishlist,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.Group11.soulfulplates.controllers.WishlistController.getWishlistById; com.Group11.soulfulplates.services.impl.WishlistServiceImpl.getWishlistById
.,com.Group11.soulfulplates.controllers,WishlistControllerTest,createWishlist_ValidRequest_ReturnsCreatedWishlist,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
.,com.Group11.soulfulplates.controllers,WishlistControllerTest,createWishlist_ValidRequest_ReturnsCreatedWishlist,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.Group11.soulfulplates.services.impl.WishlistServiceImpl.saveOrUpdateWishlist; com.Group11.soulfulplates.controllers.WishlistController.createWishlist
.,com.Group11.soulfulplates.controllers,WishlistControllerTest,createWishlist_InvalidRequest_ReturnsFailedResponse,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
.,com.Group11.soulfulplates.controllers,WishlistControllerTest,deleteWishlist_ValidId_ReturnsSuccessMessage,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
.,com.Group11.soulfulplates.controllers,WishlistControllerTest,deleteWishlist_ValidId_ReturnsSuccessMessage,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.Group11.soulfulplates.services.impl.WishlistServiceImpl.deleteWishlist; com.Group11.soulfulplates.controllers.WishlistController.deleteWishlist
.,com.Group11.soulfulplates.controllers,WishlistControllerTest,deleteWishlist_InvalidId_ReturnsFailureMessage,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
.,com.Group11.soulfulplates.controllers,WishlistControllerTest,deleteWishlist_InvalidId_ReturnsFailureMessage,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.Group11.soulfulplates.services.impl.WishlistServiceImpl.deleteWishlist; com.Group11.soulfulplates.controllers.WishlistController.deleteWishlist
.,com.Group11.soulfulplates.exception,GlobalExceptionHandlerTest,handleTypeMismatchException,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
.,com.Group11.soulfulplates.exception,GlobalExceptionHandlerTest,handleHttpRequestMethodNotSupportedException,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
.,com.Group11.soulfulplates.exception,GlobalExceptionHandlerTest,handleDataIntegrityViolationException,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
.,com.Group11.soulfulplates,Group11SoulfulPlates,contextLoads,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
.,com.Group11.soulfulplates,Group11SoulfulPlates,contextLoads,Empty test,The tool detected the smell in this test method because the test is empty.
.,com.Group11.soulfulplates.security.services,UserDetailsServiceImplTest,loadUserByUsername_UserFound,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
.,com.Group11.soulfulplates.security.services,UserDetailsServiceImplTest,loadUserByUsername_UserFound,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.Group11.soulfulplates.repository.UserRepository.findByUsername; com.Group11.soulfulplates.security.services.UserDetailsServiceImpl.loadUserByUsername
.,com.Group11.soulfulplates.security.services,UserDetailsServiceImplTest,loadUserByUsername_UserNotFound,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,com.Group11.soulfulplates.services.impl,AddressServiceImplTest,testGetAddressById_NonExistingId,Exceptional handling,The tool detected the smell in this test method because the test uses try-catch block to assert/fail a check.
.,com.Group11.soulfulplates.services.impl,AddressServiceImplTest,testDeleteAddress,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
.,com.Group11.soulfulplates.services.impl,OrderServiceImplTest,testCreateOrder_SuccessfullyCreated,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
.,com.Group11.soulfulplates.services.impl,OrderServiceImplTest,testCreateOrder_SuccessfullyCreated,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.Group11.soulfulplates.payload.request.CreateOrderRequest.setInstructions; com.Group11.soulfulplates.payload.request.CreateOrderRequest.setSelectedItems; com.Group11.soulfulplates.models.Store.setStoreId; com.Group11.soulfulplates.services.impl.OrderServiceImpl.createOrder; com.Group11.soulfulplates.payload.response.CreateOrderResponse.getCode; com.Group11.soulfulplates.models.Order.setOrderId; com.Group11.soulfulplates.payload.response.CreateOrderResponse.getDescription; com.Group11.soulfulplates.payload.request.CreateOrderRequest.setUserId; com.Group11.soulfulplates.payload.request.CreateOrderRequest.setStoreId; com.Group11.soulfulplates.repository.UserRepository.findById; com.Group11.soulfulplates.payload.response.CreateOrderResponse.getData
.,com.Group11.soulfulplates.services.impl,OrderServiceImplTest,testUpdateOrderStatus_OrderFound_SuccessfullyUpdated,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
.,com.Group11.soulfulplates.services.impl,OrderServiceImplTest,testUpdateOrderStatus_OrderFound_SuccessfullyUpdated,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.Group11.soulfulplates.services.impl.OrderServiceImpl.updateOrderStatus; com.Group11.soulfulplates.models.Order.getStatus; com.Group11.soulfulplates.models.Order.setOrderId; com.Group11.soulfulplates.models.Order.getOrderId
.,com.Group11.soulfulplates.services.impl,PaymentServiceImplTest,testCreatePaymentAndTransaction_InvalidUser,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,com.Group11.soulfulplates.services.impl,PaymentServiceImplTest,testCreatePaymentAndTransaction_InvalidUser,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.Group11.soulfulplates.payload.request.CreatePaymentRequest.setCvv; com.Group11.soulfulplates.payload.request.CreatePaymentRequest.setAmount; com.Group11.soulfulplates.payload.request.CreatePaymentRequest.setOrderId; com.Group11.soulfulplates.payload.request.CreatePaymentRequest.setCardNumber; com.Group11.soulfulplates.payload.request.CreatePaymentRequest.setStoreId; com.Group11.soulfulplates.payload.request.CreatePaymentRequest.setCardExpiry; com.Group11.soulfulplates.payload.request.CreatePaymentRequest.setUserId
.,com.Group11.soulfulplates.services.impl,PaymentServiceImplTest,createPaymentAndTransaction_Success,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
.,com.Group11.soulfulplates.services.impl,PaymentServiceImplTest,createPaymentAndTransaction_Success,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.Group11.soulfulplates.models.Payment.setPaymentId; com.Group11.soulfulplates.payload.request.CreatePaymentRequest.setOrderId; com.Group11.soulfulplates.payload.request.CreatePaymentRequest.setCardNumber; com.Group11.soulfulplates.payload.request.CreatePaymentRequest.getUserId; com.Group11.soulfulplates.models.Transaction.setTransactionId; com.Group11.soulfulplates.payload.request.CreatePaymentRequest.getStoreId; com.Group11.soulfulplates.repository.UserRepository.findById; com.Group11.soulfulplates.payload.request.CreatePaymentRequest.setStoreId; com.Group11.soulfulplates.payload.request.CreatePaymentRequest.setCardExpiry; com.Group11.soulfulplates.payload.request.CreatePaymentRequest.setUserId; com.Group11.soulfulplates.payload.request.CreatePaymentRequest.setCvv; com.Group11.soulfulplates.payload.request.CreatePaymentRequest.setAmount; com.Group11.soulfulplates.repository.CartItemRepository.findByOrderOrderId; com.Group11.soulfulplates.models.Transaction.setUser; com.Group11.soulfulplates.payload.request.CreatePaymentRequest.getOrderId; com.Group11.soulfulplates.services.impl.PaymentServiceImpl.createPaymentAndTransaction
.,com.Group11.soulfulplates.services.impl,PaymentServiceImplTest,filterPayments_Success,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,com.Group11.soulfulplates.services.impl,PaymentServiceImplTest,filterPayments_Success,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.Group11.soulfulplates.models.Payment.setPaymentId; com.Group11.soulfulplates.models.Store.setStoreId; com.Group11.soulfulplates.models.Payment.setUpdatedAt; com.Group11.soulfulplates.models.Order.setOrderId; com.Group11.soulfulplates.repository.PaymentRepository.findByTransactionUserIdAndStatusOrderByCreatedAtDesc; com.Group11.soulfulplates.models.Payment.setStatus; com.Group11.soulfulplates.models.Payment.getOrder; com.Group11.soulfulplates.models.Payment.setTransaction; com.Group11.soulfulplates.models.Payment.setCreatedAt; com.Group11.soulfulplates.models.Payment.setStore; com.Group11.soulfulplates.models.Payment.getTransaction; com.Group11.soulfulplates.models.Transaction.setUser; com.Group11.soulfulplates.models.Payment.getStore; com.Group11.soulfulplates.models.Payment.setAmount; com.Group11.soulfulplates.models.Payment.setOrder; com.Group11.soulfulplates.models.Transaction.getUser; com.Group11.soulfulplates.services.impl.PaymentServiceImpl.filterPayments
.,com.Group11.soulfulplates.services.impl,PaymentServiceImplTest,filterSellerPayments_Success,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,com.Group11.soulfulplates.services.impl,PaymentServiceImplTest,filterSellerPayments_Success,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.Group11.soulfulplates.models.Payment.setPaymentId; com.Group11.soulfulplates.models.Store.setStoreId; com.Group11.soulfulplates.models.Payment.setUpdatedAt; com.Group11.soulfulplates.models.Order.setOrderId; com.Group11.soulfulplates.models.Payment.setStatus; com.Group11.soulfulplates.models.Payment.getOrder; com.Group11.soulfulplates.repository.PaymentRepository.findByStoreStoreIdAndStatusOrderByCreatedAtDesc; com.Group11.soulfulplates.services.impl.PaymentServiceImpl.filterSellerPayments; com.Group11.soulfulplates.models.Payment.setTransaction; com.Group11.soulfulplates.models.Payment.setCreatedAt; com.Group11.soulfulplates.models.Payment.setStore; com.Group11.soulfulplates.models.Payment.getTransaction; com.Group11.soulfulplates.models.Transaction.setUser; com.Group11.soulfulplates.models.Payment.getStore; com.Group11.soulfulplates.models.Payment.setAmount; com.Group11.soulfulplates.models.Payment.setOrder; com.Group11.soulfulplates.models.Transaction.getUser
.,com.Group11.soulfulplates.services.impl,PaymentServiceImplTest,updatePaymentStatus_TransactionIdMismatch,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,com.Group11.soulfulplates.services.impl,PaymentServiceImplTest,updatePaymentStatus_TransactionIdMismatch,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.Group11.soulfulplates.models.Payment.getTransaction; com.Group11.soulfulplates.models.Transaction.setTransactionId; com.Group11.soulfulplates.models.Payment.setTransaction
.,com.Group11.soulfulplates.services.impl,RatingServiceImplTest,testAddRatingAndLinkToOrder_InvalidOrder,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,com.Group11.soulfulplates.services.impl,RatingServiceImplTest,testAddRatingAndLinkToOrder_InvalidOrder,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.Group11.soulfulplates.payload.request.CreateRatingRequest.setStoreId; com.Group11.soulfulplates.payload.request.CreateRatingRequest.setFeedback; com.Group11.soulfulplates.payload.request.CreateRatingRequest.setRating
.,com.Group11.soulfulplates.services.impl,RatingServiceImplTest,addRatingAndLinkToOrder_OrderIdNull,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,com.Group11.soulfulplates.services.impl,RatingServiceImplTest,addRatingAndLinkToOrder_StoreIdNull,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,com.Group11.soulfulplates.services.impl,RatingServiceImplTest,addRatingAndLinkToOrder_StoreIdNull,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.Group11.soulfulplates.payload.request.CreateRatingRequest.setStoreId; com.Group11.soulfulplates.payload.request.CreateRatingRequest.setOrderId
.,com.Group11.soulfulplates.services.impl,RatingServiceImplTest,addRatingAndLinkToOrder_OrderNotFound,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,com.Group11.soulfulplates.services.impl,RatingServiceImplTest,addRatingAndLinkToOrder_OrderNotFound,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.Group11.soulfulplates.payload.request.CreateRatingRequest.setStoreId; com.Group11.soulfulplates.payload.request.CreateRatingRequest.getOrderId; com.Group11.soulfulplates.payload.request.CreateRatingRequest.setOrderId
.,com.Group11.soulfulplates.services.impl,StoreServiceImplTest,testUpdateStoreByUserId_Success,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
.,com.Group11.soulfulplates.services.impl,StoreServiceImplTest,testUpdateStoreByUserId_Success,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.Group11.soulfulplates.services.impl.StoreServiceImpl.updateStoreByUserId; com.Group11.soulfulplates.models.Store.getContactNumber; com.Group11.soulfulplates.models.Store.getStoreEmail; com.Group11.soulfulplates.repository.StoreRepository.findByUser_Id; com.Group11.soulfulplates.models.Store.setStoreId; com.Group11.soulfulplates.models.Store.getStoreDescription; com.Group11.soulfulplates.models.Store.setStoreDescription; com.Group11.soulfulplates.models.Store.setStoreEmail; com.Group11.soulfulplates.models.Store.setContactNumber; com.Group11.soulfulplates.models.Store.getStoreName; com.Group11.soulfulplates.models.Store.setStoreName
.,com.Group11.soulfulplates.services.impl,StoreServiceImplTest,getStoreById_ExistingId_ReturnsStore,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,com.Group11.soulfulplates.services.impl,StoreServiceImplTest,getStoreById_ExistingId_ReturnsStore,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.Group11.soulfulplates.models.Store.setStoreId; com.Group11.soulfulplates.models.Store.getStoreId; com.Group11.soulfulplates.services.impl.StoreServiceImpl.getStoreById
.,com.Group11.soulfulplates.services.impl,StoreServiceImplTest,deleteStore_ExistingId_DeletesStore,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
.,com.Group11.soulfulplates.services.impl,TransactionServiceImplTest,testCreateTransaction_Success,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
.,com.Group11.soulfulplates.services.impl,TransactionServiceImplTest,testCreateTransaction_Success,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.Group11.soulfulplates.models.Transaction.setStatus; com.Group11.soulfulplates.models.Transaction.setCardExpiry; com.Group11.soulfulplates.models.Transaction.setCreatedAt; com.Group11.soulfulplates.services.impl.TransactionServiceImpl.createTransaction; com.Group11.soulfulplates.models.Transaction.setTransactionId; com.Group11.soulfulplates.repository.UserRepository.findById; com.Group11.soulfulplates.models.Transaction.getCvv; com.Group11.soulfulplates.models.Transaction.getStatus; com.Group11.soulfulplates.models.Transaction.getCardNumber; com.Group11.soulfulplates.models.Transaction.getCardExpiry; com.Group11.soulfulplates.models.Transaction.getUpdatedAt; com.Group11.soulfulplates.models.Transaction.setUser; com.Group11.soulfulplates.models.Transaction.setCvv; com.Group11.soulfulplates.models.Transaction.setUpdatedAt; com.Group11.soulfulplates.models.Transaction.getCreatedAt; com.Group11.soulfulplates.models.Transaction.setCardNumber
.,com.Group11.soulfulplates.services.impl,TransactionServiceImplTest,testUpdateTransactionStatus_Success,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,com.Group11.soulfulplates.services.impl,TransactionServiceImplTest,testUpdateTransactionStatus_Success,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.Group11.soulfulplates.models.Transaction.setStatus; com.Group11.soulfulplates.models.Transaction.getUpdatedAt; com.Group11.soulfulplates.models.Transaction.setCreatedAt; com.Group11.soulfulplates.models.Transaction.setUpdatedAt; com.Group11.soulfulplates.models.Transaction.setTransactionId; com.Group11.soulfulplates.models.Transaction.getStatus; com.Group11.soulfulplates.services.impl.TransactionServiceImpl.updateTransactionStatus
.,com.Group11.soulfulplates.services.impl,WishlistServiceImplTest,testGetWishlistById,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,com.Group11.soulfulplates.services.impl,WishlistServiceImplTest,testSaveOrUpdateWishlist,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
.,com.Group11.soulfulplates.services.impl,WishlistServiceImplTest,testSaveOrUpdateWishlist,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: com.Group11.soulfulplates.services.impl.WishlistServiceImpl.saveOrUpdateWishlist; com.Group11.soulfulplates.repository.UserRepository.findById
